更新时间,#genre#
拆弹专家1[The ][The ],https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
让子弹飞[德],https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
龙祥电影[Azer][Azer],http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34825
靖天映画[Azer][Azer],http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34838
东森洋片[Azer][Azer],http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34904
刘德华电影[加],https://live.metshop.top/huya/11342424
怪兽电影[加],https://live.metshop.top/huya/21059577
李连杰电影[加],https://live.metshop.top/huya/11342390
金庸武侠[加],https://live.metshop.top/huya/11342435
古天乐电影[加],https://live.metshop.top/huya/29982675
王晶电影[加],https://live.metshop.top/huya/11602058
成龙电影[加],https://live.metshop.top/huya/11342386
功夫电影[加],https://live.metshop.top/huya/11352941
倚天屠龙记[加],https://live.metshop.top/huya/23734246
电影功夫片[加],http://live.metshop.top/huya/11352941?cdn=alicdn
电影刘德华[加],http://live.metshop.top/huya/11342424?cdn=alicdn
战争电影[加],https://live.metshop.top/huya/21059574
黄渤电影[加],https://live.metshop.top/huya/11352876
周星驰电影[加],https://live.metshop.top/huya/11342412
活佛济公3[加],https://live.metshop.top/huya/23903123
无心法师[加],https://live.metshop.top/huya/30080233
强森电影[加],https://live.metshop.top/huya/21059581
电影喜剧专场[加],http://live.metshop.top/huya/11602044?cdn=alicdn
电影八点档[加],http://live.metshop.top/huya/880261?cdn=alicdn
电影蜘蛛侠[加],http://live.metshop.top/huya/21059599?cdn=alicdn
电影动作电影[加],http://live.metshop.top/huya/11602077?cdn=alicdn
电影贺岁[加],http://live.metshop.top/huya/11601971?cdn=alicdn
武侠电影[加],https://live.metshop.top/huya/11342427
寻秦记[加],https://live.metshop.top/huya/29465848
电影谍战[加],http://live.metshop.top/huya/21059585?cdn=alicdn
大时代[加],https://live.metshop.top/huya/23865161
谍战电影[加],https://live.metshop.top/huya/21059585
电影战争片[加],http://live.metshop.top/huya/21059574?cdn=alicdn
创世纪[加],https://live.metshop.top/huya/29465852

直播中国,#genre#
云南大理崇圣寺三塔中景[207ms|公网],https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
安徽黟县芦村远眺[211ms|公网],https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
直播中国精编直播[212ms|公网],https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
江苏南京牛首山[212ms|公网],https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
乌镇西市河[213ms|公网],https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
黄山始信新道[214ms|公网],https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
云南丽江冰川[214ms|公网],https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
丽江古城大水车[214ms|公网],https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
泰山玉皇顶[215ms|公网],https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
泰山南天门[215ms|公网],https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
雪乡梦幻家园[215ms|公网],https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
安徽黟县西递牌坊[215ms|公网],https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
月牙泉[215ms|公网],https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
黄山飞来石[216ms|公网],https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
湖南张家界宝峰湖[216ms|公网],https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
南京玄武湖公园[216ms|公网],https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
厦门鼓浪屿[216ms|公网],https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
青岛崂山双福[216ms|公网],https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
浙江舟山东极岛[216ms|公网],https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
云南丽江玉龙雪山[216ms|公网],https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
中央电视塔南[217ms|公网],https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
乐山大佛全景[217ms|公网],https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
普陀山[217ms|公网],https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
鸣沙山[217ms|公网],https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
泰山大观峰[217ms|公网],https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
泰山太平岭[218ms|公网],https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
福建武夷山玉女峰[218ms|公网],https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
广西玉林大容山莲花山顶[218ms|公网],https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
四川峨眉山远眺万佛顶[218ms|公网],https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
都江堰鱼嘴[219ms|公网],https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
陕西洋县国宝朱鹮02[219ms|公网],https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
望乡台[219ms|公网],https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
乌镇蓝印花布[219ms|公网],https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
湖南张家界天门山西线玻璃栈道[219ms|公网],https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
恒山悬空寺全景[219ms|公网],https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
贵州省兴义市万峰林[220ms|公网],https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
八里沟风景区桃花湾瀑布[220ms|公网],https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道[220ms|公网],https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
黄花城水长城03[220ms|公网],https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
丽江古城万古楼遥望玉龙雪山[220ms|公网],https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
青岛崂山八水河[220ms|公网],https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
云南丽江蓝月谷[221ms|公网],https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
广西桂林漓江景区[221ms|公网],https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
丽江古城大研花巷观景[221ms|公网],https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
云南大理崇圣寺三塔远景[221ms|公网],https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
泰山主峰[221ms|公网],https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
五彩池[221ms|公网],https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
湖南张家界御笔峰[221ms|公网],https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
福建漳州醉美沙滩翡翠湾[221ms|公网],https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
四川峨眉山远眺贡嘎雪山[221ms|公网],https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
泰山望人松[221ms|公网],https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
泰山白云亭悬崖[222ms|公网],https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
中央电视塔东[222ms|公网],https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
泰山碧霞祠[223ms|公网],https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
六盘山红军长征景区[223ms|公网],https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
乌镇全景[224ms|公网],https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
云南丽江玉龙雪山草甸[224ms|公网],https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
黄山[224ms|公网],https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
天涯石[224ms|公网],https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
直播中国[224ms|公网],https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
四川四姑娘山隆珠措[224ms|公网],https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
狮子山鸟瞰丽江古城[225ms|公网],https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
四川峨眉山云海日出[225ms|公网],https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
乌镇龙形田[225ms|公网],https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
黄龙[226ms|公网],https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
云南丽江印象实景[229ms|公网],https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
张掖七彩丹霞[229ms|公网],https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
湖南张家界水绕四门[230ms|公网],https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
黄果树六角亭瀑布[232ms|公网],https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
黄花城水长城01[公网],https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西[公网],https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
黄山排云亭[公网],https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
安徽池州九华山风景区九华山[公网],https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
泰山十八盘[公网],https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
雪乡大石碑[公网],https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
云南白沙远眺玉龙雪山[公网],https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
四川峨眉山普贤菩萨铜像[公网],https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8

纪录频道,#genre#
之江纪录[172ms|移动],https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录[177ms|移动],http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录[194ms|移动],https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
东丰[197ms|公网],http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
九台[199ms|公网],http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
舒兰新闻[199ms|公网],http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
中国村庄[199ms|公网],http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
飞碟之谜02[201ms|公网],https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
龙井[202ms|公网],http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
柳河[203ms|公网],http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
磐石[204ms|公网],http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
双辽[204ms|公网],http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
航拍中国第二季[207ms|公网],http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
地理中国[207ms|公网],http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
靖宇[208ms|公网],http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
白山公共[210ms|公网],http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
人与自然[211ms|公网],http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
飞碟之谜01[214ms|移动],https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
桦甸[216ms|公网],http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
敦化一套[219ms|公网],http://stream8.jlntv.cn/dhtv/playlist.m3u8?zjild
辉南新闻[224ms|公网],http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
珲春新闻[224ms|公网],http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
江津新闻[227ms|电信],http://222.179.155.21:1935/ch1.m3u8?zzhongqd
通化县[231ms|公网],http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
伊犁经济法制[271ms|公网],http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
奎屯汉语[304ms|公网],http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
伊犁维吾尔[305ms|公网],http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
汪清[公网],http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
兵团五师双河影[公网],https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd
玛纳斯[公网],http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
CGTN纪录[美],https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN纪录[加],https://0472.org/hls/cgtnd.m3u8

解说频道,#genre#
笑看风云[加],https://live.metshop.top/huya/29465858

音乐频道,#genre#
音乐现场[美],https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
AMC音乐[法],https://AMChls.wns.live/hls/stream.m3u8
音乐欣赏[台],http://61.221.215.25:8800/hls/49/index.m3u8
风云音乐[加],https://live.264788.xyz/channel/fengyunyinyue?streamid=1b41fb9153cba3ee19bd5d1b323da27e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
风云音乐[加],https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

